Tweet,Sentiment,Type,HS_Target,HS_Topic
lebih baik jokowi mundur ,Negative,Hate Speech,Individual,Other
musyawarah nasional alim ulama ppp di semarang menghasilkan lima rekomendasi syarat dan kriteria kriteria bagi calon wakil presiden yang akan mendampingi bapak jokowi di 2019 mendatang romahurmuziy,Positive,Neutral,Other,Other
 luar biasa pencerahan nya saya merasa gagal sebagai anak ekonomi wkwk,Positive,Neutral,Other,Other
 kafan berasal dari budaya yahudi kenapa umat islam mengklaim ,Positive,Neutral,Other,Other
oleh rezim sekarang atas kendali negara cina komunis yang menjadi patron tunggal rezim anti islam jokowi ,Negative,Hate Speech,Group,Religion
 itu tanda nya mau pilihan kepala daerah dan pemilihan presiden,Positive,Neutral,Other,Other
misi 4 membangun masyarakat yang gotong royong toleran dan harmoni selaras nilai budaya jawa barat yang luhur nomor tiga jawa barat asyik asyik menang,Positive,Neutral,Other,Other
ketabahan pasangan dan taufik dan puan nurliyana yang wajar dicontohi jom kita beri sumbangan untuk meringankan beban pasangan ini come on twitter do your berpikir badan standarisasi nasional 0510541000096745 bank islam 05058020145124 nurliyana bosan abdul razif ,Positive,Neutral,Other,Other
 apa sih tai baru begitu doang belaganya sudah selangit tidak ingat ada karma nanti beberapa tahun lagi kalau idol kamu flop gue tertawa paling keras ,Negative,Hate Speech & Abusive,Individual,Other
 celeng kangen gue iya ,Negative,Abusive,Other,Other
 terangi negeri dengan budaya yuk pada mengunjungi ke purwoke o mumpung ada even rakyat purwoke o ekstra vaganza banyumas,Positive,Neutral,Other,Other
presiden itu punya dana taktis dia bisa menggunakan untuk kepentingan rakyatnya di luar program program pemerintah yang sudah ada soal program banyak sekali ada pembangunan infrastruktur kip kartu indonesia sehat se ifikat tanah perhutanan sosial bahan bakar minyak 1 harga padat karya ,Positive,Neutral,Other,Other
 amin ya allah timnya kinan saja sampai pelatihan ular karena dia dapat di rawa rawa aku dapatnya di sungai gede begitu dan musuhnya buaya wkwk ,Positive,Neutral,Other,Other
 maju kamu memaki mama aku bolot ,Negative,Hate Speech & Abusive,Individual,Other
gerombolan kadal jidat gosong memang begitu sukanya ribut tapi kalau gerombolannya yang salah pura pura budek dasar gerombolan cingkrang uniform resource locator,Negative,Hate Speech & Abusive,Group,Physical
 sebegitu gentarnya dia takut terhadap kafir xf0 x9f x98 x81 ,Positive,Neutral,Other,Other
 betul padahal saracen juga siapa sehingga akun yang kritis dianggap saracen kan aneh jokowi,Negative,Hate Speech,Individual,Other
 siapa bego kamu bukan teman gue najis sudah kesal sendiri gue ,Negative,Hate Speech & Abusive,Individual,Other
 kafir kristen selalu buat ulah,Negative,Hate Speech & Abusive,Group,Religion
 tau dong bau baunya sudah keciri ini sipit buluk ,Negative,Hate Speech & Abusive,Individual,Race
 kayak memegang bukan mucikari ,Positive,Neutral,Other,Other
guru tk darma wanita persatuan desa plumbon porong deklarasi anti hoaks ujaran kebencian isu sarah dan mendukung pilihan kepala daerah damai,Positive,Neutral,Other,Other
 anjir seram mainnya begituan xf0 x9f x98 x82 xf0 x9f x91 x8c ,Negative,Abusive,Other,Other
 kayaknya bisa atau cuma bank te entu bilang saja mau jual uang asing tukar ke rupiah ,Positive,Neutral,Other,Other
 onta yaman nih dan setahun lagi gue depo asi kamu ,Negative,Hate Speech & Abusive,Individual,Other
hati hati berita pilihan kepala daerah yang berbau hoaks madiun madiun today 100thmadiun kotak karismatik madiun tolak cukai ilegal kunjungi juga,Positive,Neutral,Other,Other
 anak cocot ya ini ,Negative,Hate Speech & Abusive,Individual,Other
 xf0 x9f x99 x88 xf0 x9f x99 x88 xf0 x9f x99 x88 xf0 x9f x99 x88 xf0 x9f x99 x88 xf0 x9f x99 x88 xf0 x9f x99 x88udah ketahuan hoaks ya fahri makanya kalau ambil berita tuyg pembaruan jangan dari tong sampah diambil terus di screenshoot taunya berita sudah,Negative,Hate Speech,Individual,Other
mantap direct message dekat sama barisan serba guna bang ,Positive,Neutral,Other,Other
ternyata ada lebah yang tidak suka bunga tapi makan bangkai gue penasaran madu nya kayak bagaimana xf0 x9f xa4 x94 ,Positive,Neutral,Other,Other
 pantas indonesia mundur dalam segala bentuk,Negative,Hate Speech,Individual,Other
 nah yang dongok yang bilang hacker haha ,Negative,Abusive,Other,Other
 haha blunder kamu cebong yang tidak memberi itu protein energy malnutrition pusat dengan alasan ham kalau rakyat aceh ya mau kali pun coba kamu datangi pemerintah bilang suruh buat hukum islam kaffah di aceh kalau dewan perwakilan rakyat a,Negative,Hate Speech & Abusive,Individual,Other
bangsat gue sudah menyelam sampai bawah bawah balik lagi ke atas 1 ,Negative,Abusive,Other,Other
saya tak bisa dipancing pancing dengan urusan penistaan atau bukan saya hanya berbicara pemahaman saya tentang fiksi dan kitab suci ,Positive,Neutral,Other,Other
 cebong kacung itu kita teman gue dungunya sampai ke tulang sumsum jadi jangan buang buang energi debat sama mereka xf0 x9f x98 x82 ,Negative,Hate Speech & Abusive,Group,Other
 pak ai korupsi sapi goblok ,Negative,Hate Speech & Abusive,Group,Other
sinyal kontol pemeliharaan apalagi ini niat tidak sih login twitter doang susah amat bagaimana mau open redtube setan ,Negative,Hate Speech & Abusive,Group,Gender
 matanya aku tak mau aku kafir wkwk ,Positive,Neutral,Other,Other
 jadi ingat facebook anjir lupa aku ,Negative,Abusive,Other,Other
 kalau aku sih bakal bilang alah kontol ,Negative,Abusive,Other,Other
nikita mirzani sudah pakai hijab yang masih berbicara cebang cebong sudah pernah fantasikan dia belum uh ah cokorers ,Negative,Hate Speech & Abusive,Individual,Other
 tatapannya dialihkan ke arah lain enggan menatap pria mencurigakan itu lagi pula siapa yang pe sama kali membuat gaduh suasana jika angie tidak menemukan ada seorang pria asing yang tidur di sofanya kejadian sepe i ini tidak akan terjadi ,Positive,Neutral,Other,Other
lahir dan berkembangnya gerakan komunis di indonesia tidak dapat dipisahkan dari sebuah organisasi yang bernama indische sociaal democratische vereeniging ,Positive,Neutral,Other,Other
shaheizy sama wajah baharu calpis,Positive,Neutral,Other,Other
 ya terserah kamu saja balasnya kembali fokus kepada pekerjaan kita kami mengerjakan tugas proyek seni budaya hanya dalam 2 hari setelahnya langsung dikumpul dan dipresentasikan bersyukur nilainya memuaskan setelah kejadian proyek itu kami makin,Positive,Neutral,Other,Other
tidak akan bro,Positive,Neutral,Other,Other
kelakuan bodoh masuk kategori perbuatan tidak menyenangkan dan kelakuan sontoloyo sangat menganggu persatuan bangsa dan kelakuan naif secara tidak langsung sebagai bentuk intimidasi terhadap ulama dan kelakuan ,Negative,Hate Speech & Abusive,Individual,Other
monyet turun ke pemukiman warga cibadak sukabumi uniform resource locator,Positive,Neutral,Other,Other
 kotor tidak masalah yang penting bahagia warganya cebong mana nge i ,Negative,Hate Speech & Abusive,Group,Other
mau giveaway taplak meja tapi nanti yang menang cuma the rich chenle ,Positive,Neutral,Other,Other
 sudah kebuka satu demi satu kebusukan kubu anies sandi yang menang dengan tanpa berkah uniform resource locator dan prabowo berusaha cuci tangan,Negative,Hate Speech,Group,Other
 wkwk bodoh bang ,Negative,Abusive,Other,Other
 bukan kayak orang bego bro tapi memang b ego ,Negative,Hate Speech & Abusive,Individual,Other
kementerian lingkungan hidup dan kehutanan upayakan pemerataan ekonomi melalui tora di kawasan hutan dan perhutanan sosial tribun medan,Positive,Neutral,Other,Other
 pak mahfud md sudah berpaling dari allah subhanahu wa taala pemberang demi bangsa ajak semua buang islam,Negative,Hate Speech & Abusive,Group,Religion
 orang orang bego kebanyakan minum amp makan kotoran onta otak nya somplak ,Negative,Hate Speech & Abusive,Individual,Other
apa yang terkuak semuanya sudah jelas sejak awal memang itu strategi kampanye kami di tim pemenangan anies sandi uniform resource locator,Negative,Hate Speech,Individual,Other
 warga badui setelah selesai memperingati tradisi seba di pendopo pemerintah kabupaten lebak akan dilanjutkan kembali be emu dengan gubernur banten wahidin halim hari ini sabtu 21 4 seba baduy 2018 ,Positive,Neutral,Other,Other
lembaga lembaga anti korupsi masa lalu bubar karena sentuh kekuasaan giliran komisi pemberantasan korupsi kenapa partai demokrasi indonesia perjuangan pak ai politik penguasa yang pulang mengotot ingin bubarkan komisi pemberantasan korupsi ,Negative,Hate Speech,Group,Other
 justru mas kalau menyudutkan salah satu agama t entu malah bahaya itulah pak rocky ini cerdik dia bisa menyusun kalimat yang tepat amp pantas digunakan inti dari ini dia mau kasih tau pnge ian fiksi sebenarnya ayolah mas nya i,Positive,Neutral,Other,Other
para pendukung calon presiden gagal pindah on selalu sibuk urus asing bawa kabur uang rupiah 35 t tapi tidak sadar kenapa asing bisa kabur bawa uang sebanyak itu tanpa didukung pribumi anjing mustahil asing bisa pribumi hanya diam kalau disogok mental kacung memang uniform resource locator,Negative,Hate Speech & Abusive,Group,Race
 kamu rabun apa budek gue menulis tidak berbicara dan xf0 x9f x98 x81 xf0 x9f x98 x80 ,Negative,Hate Speech & Abusive,Individual,Physical
bismillah menahan sepo yang terkutuk ,Negative,Abusive,Other,Other
 brahahahaaa cebong nya ahoker xf0 x9f xa4 xa3 xf0 x9f xa4 xa3 cebong belum cebok xf0 x9f x98 x85 ,Negative,Hate Speech & Abusive,Individual,Other
update status bikin tugas tugas selesai tidak ya kok jancuk sekali jembut ,Negative,Abusive,Other,Other
 pak walaupun anda muslim sebagai pejabat negara anda harus be indak demi bangsa negara,Positive,Neutral,Other,Other
12 ikan yang sudah sembuh dari sakitnya dan yang masih terselamatkan bagus laik jual harus dipisah atau diseleksi dari ikan yang cacat permanen untuk pemeliharaan lebih lanjut dan dan kesehatan ikan ncc ,Positive,Neutral,Other,Other
a inya apa pribumi sadari lihat siapa mereka kecuali kalian sama sama cina komunis misionaris abaikan twit ini usir cina indonesia,Negative,Hate Speech,Group,Race
presiden yang anda tuduh rezim anti islam sudah banyak berbuat untuk negeri ini sudah banyak berbuat untuk umat uniform resource locator,Negative,Hate Speech,Individual,Other
 manusia bangsat ,Negative,Hate Speech & Abusive,Individual,Other
 tetapi ingat ya jangan sampai cina mengenalkan wisata haram juga ke indonesia haha,Negative,Hate Speech,Group,Race
 bertanya di mana prabowo dan partai keadilan sejahtera saja bib kan asyik itu dianggap antek prabowo dan antek partai keadilan sejahtera hidupmu pasti lebih dramatis,Negative,Hate Speech,Individual,Other
persahabatan salah lovren ini jadi bukti bahwa beda suku agama ras bukanlah halangan dalam membina hubungan dengan sesama umat manusia perbedaan justru menjadi warna tersendiri dalam menjalin pe emanan terima kasih lovren salah favorit best friend forever bro,Positive,Neutral,Other,Other
 sama saja lah lae meskipun sudah turun menurun tetapi ideologi partai komunis indonesia selalu melekat di jiwa mereka ,Positive,Neutral,Other,Other
 saya juga kesal kalau ada yang merokok sambil naik motor iyakan kadang pengap kalau ditutup terus apalagi macet xe2 x80 xa6 ,Positive,Neutral,Other,Other
 sudah meminta maaf kunyuk bro dan enak banget rasan mereka sebar hoaks meminta maaf sebar hoaks lagi meminta maaf lagi dan mesti di sapu dulu biar jera nih orang uniform resource locator,Negative,Hate Speech & Abusive,Individual,Other
halo warga jaka a wakil kepala dinas penanaman modal dan pelayanan terpadu satu pintu provinsi daerah khusus ibukota jaka a bapak denny wahyu haryanto mewakili wakil gubernur provinsi daerah khusus ibukota jaka a membuka acara 2018 junior chamber international jci indonesia nasional event setiamelayanijaka a,Positive,Neutral,Other,Other
2 selain perkuat jaringan gubernur juga menekankan perlunya menguasai state of the a knowledge se a bahasa selama merantau di luar indonesia ,Positive,Neutral,Other,Other
pandangan tuan guru bajang terhadap agama dan politik,Positive,Neutral,Other,Other
 penyedia berengsek ,Negative,Hate Speech & Abusive,Group,Other
susilo bambang yudhoyono presiden ri ke 6 meminta khofifah emil untuk dekat dengan masyarakat no 1 bisa bagus,Positive,Neutral,Other,Other
 yang dungu itu orang yang mau ganti presiden tetapi tidak tau siapa mikiiiir ,Negative,Hate Speech & Abusive,Individual,Other
 bokep cewek bispak bandung ngentot crot di dalam xf0 x9f x98 x80 dan mengunduh full uniform resource locator uniform resource locator,Negative,Abusive,Other,Other
 kampret complain raga ditanggapi fuck ,Negative,Hate Speech & Abusive,Group,Other
kamu kok kayak jablay grand theft auto maunya dijemput pakai mobil ,Negative,Hate Speech & Abusive,Individual,Gender
lihat memek tante ,Negative,Abusive,Other,Other
sementara itu kerjanya memusuhi dakwah islam bubarkan hati rakyat juga berhak lengserkan jokowi kodok tukang pencitraan ,Negative,Hate Speech,Individual,Religion
 ha katanya saling melengkapi orang buktinya kamu juga goblok bagaimana sih ,Negative,Hate Speech & Abusive,Individual,Other
 xe2 x80 x9ctidak xe2 x80 x9d kata salah seorang khalifah rasyidin itu xe2 x80 x9ckami dahulu memerangi orang kafir bersama mereka xe2 x80 x9d xe2 x80 x9ckalau begitu mereka orang orang munafik xe2 x80 x9d xe2 x80 x9ctidak juga sebab orang munafik,Positive,Neutral,Other,Other
 dia suka nete ujian nasional jadi maklumkan ,Negative,Abusive,Other,Other
 nek lihat match terakhir chelsea sih harusnya menang mudah manchester united tapi iya embuh sih chelsea kacrut ki enggak bisa diprediksi xf0 x9f x98 x82 ,Negative,Hate Speech & Abusive,Group,Other
 ya kali pak tentara nasional indonesia suruh uruskan sampah plastik xf0 x9f x98 x91 ,Positive,Neutral,Other,Other
 itulah yang di khawatirkan dari manuver politik dan kebijakan yang dilakukan oleh rezim ini semoga hal tersebut tidak akan pernah terjadi di negara kesatuan republik indonesia tercinta amin ,Positive,Neutral,Other,Other
permadi arya melaporkan rocky gerung ke polisi serius itu kitab suci itu fiksi kata rocky pernyataan itu salah anda merasa terhina tunggu bukankah biasa penganut agama a menganggap kitab suci ,Positive,Neutral,Other,Other
 bajingan tengik memang ,Negative,Abusive,Other,Other
kok bisa pakai buruh cina kan rakyat sendiri banyak pengangguran dasar rejim kodok ,Negative,Hate Speech & Abusive,Individual,Race
 ,Negative,Hate Speech & Abusive,Group,Other
rupiah haneul pada cute padahal pacarnya perek yang on retweet ,Negative,Abusive,Other,Other
 bilangnya anti asing asing tidak taunya wkwk ,Positive,Neutral,Other,Other
 di suriah sekolah radikal dan rakit bom pulang ke indonesia jadi tempat pukul ya di amankan ,Positive,Neutral,Other,Other
 karena kadang hidup memang kayak tai malah kadang yang berak orang lain tapi kamu yang harus bereskan tainya tangan kamu iya xe2 x80 xa6 ,Negative,Abusive,Other,Other
 ih banci selotipan xf0 x9f x98 x82 ,Negative,Hate Speech & Abusive,Individual,Gender
 haha kalah nih iya orang jahat pasti kalah,Negative,Hate Speech,Individual,Other
 yang cinta orde baru pasti meng idola kan prabowo amp hary tanoe di,Negative,Hate Speech,Individual,Other
menantang buka dadalah eh menyebut setanlah memang sudah pada habis kamus melawan kenegarawanan pak joko widodo presiden ri ke 7 pada makin stresssssss nih hati hati kena strok atau serangan jantung nanti rakyat indonesia kehilangan badut badut politik merdeka ,Negative,Hate Speech & Abusive,Group,Physical
 belah duren ya tidak dungu ya tidak cebong xf0 x9f x98 x80 xf0 x9f x98 x86 maaf ya ,Negative,Hate Speech & Abusive,Individual,Other
2 orang orang yahudi dan nasrani yang telah kami beri al kitab taurat dan injil mengenal muhammad ,Positive,Neutral,Other,Other
bubarkan hati amp front pembela islam uniform resource locator,Negative,Hate Speech,Group,Religion
ahok memang verbalnya keras pelampiasan dan pelarian karena kelelakiannya lunak ,Negative,Hate Speech,Individual,Gender
 sekadar bagikan juga teman teman kantor aku kalau ada pelanggan yang bercadar langsung bilang awas ada bom aku hanya menghela nafas xf0 x9f x98 xaf ,Positive,Neutral,Other,Other
